Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile range,Quartile number,Suppression Flag
"Ever experienced long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,17.3,14,20.9,14.0 - 20.9,16.2-19.6,4,
"Ever experienced long COVID, as a percentage of all adults",By State,Oregon,Oregon,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,13.1,10.5,16.1,10.5 - 16.1,13.0-14.7,2,
"Ever experienced long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,12.7,10.7,14.9,10.7 - 14.9,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,11.1,7.8,15.3,7.8 - 15.3,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,13.6,11.2,16.3,11.2 - 16.3,13.0-14.7,2,
"Ever experienced long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,12.9,9.6,16.9,9.6 - 16.9,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,16,13.6,18.7,13.6 - 18.7,14.8-16.1,3,
"Ever experienced long COVID, as a percentage of all adults",By State,Texas,Texas,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,15.3,13.3,17.5,13.3 - 17.5,14.8-16.1,3,
"Ever experienced long COVID, as a percentage of all adults",By State,Utah,Utah,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,15.1,12.3,18.3,12.3 - 18.3,14.8-16.1,3,
"Ever experienced long COVID, as a percentage of all adults",By State,Vermont,Vermont,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,10,7.3,13.3,7.3 - 13.3,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,Virginia,Virginia,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,13.9,11.8,16.1,11.8 - 16.1,13.0-14.7,2,
"Ever experienced long COVID, as a percentage of all adults",By State,Washington,Washington,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,11.4,9.8,13.2,9.8 - 13.2,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,16.6,13.2,20.6,13.2 - 20.6,16.2-19.6,4,
"Ever experienced long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,12.6,10.7,14.9,10.7 - 14.9,10.0-12.9,1,
"Ever experienced long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,19.2,15.2,23.7,15.2 - 23.7,16.2-19.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",National Estimate,United States,United States,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Male,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Female,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender male,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender female,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Transgender,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Gay or lesbian,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Straight,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Bisexual,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Less than a high school diploma,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,High school diploma or GED,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Some college/Associate's degree,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Bachelor's degree or higher,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,With disability,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,Without disability,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,12/08/2022,,,,,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",National Estimate,United States,United States,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.1,27.3,29,27.3 - 29.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,26,23.6,28.5,23.6 - 28.5,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.9,25.9,30,25.9 - 30.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,33.2,31.4,35,31.4 - 35.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,30.9,28.9,33,28.9 - 33.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,25.5,23.4,27.6,23.4 - 27.6,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,21.5,18.6,24.6,18.6 - 24.6,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,24,17.2,31.9,17.2 - 31.9,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Male,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,22.5,21.3,23.7,21.3 - 23.7,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Female,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,33.1,32,34.2,32.0 - 34.2,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender male,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,22.2,21,23.5,21.0 - 23.5,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender female,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.9,31.9,34,31.9 - 34.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Transgender,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,,,,,,,1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Gay or lesbian,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.9,25.6,34.5,25.6 - 34.5,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Straight,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.3,26.5,28.1,26.5 - 28.1,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Bisexual,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,35.8,30.7,41,30.7 - 41.0,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.5,29.8,35.2,29.8 - 35.2,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,26.6,25.7,27.4,25.7 - 27.4,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.2,27.9,34.7,27.9 - 34.7,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,21.6,17.9,25.6,17.9 - 25.6,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,33.9,29.6,38.4,29.6 - 38.4,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Less than a high school diploma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,37.5,31.8,43.6,31.8 - 43.6,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,High school diploma or GED,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.7,27.4,32.1,27.4 - 32.1,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Some college/Associate's degree,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.8,30.4,33.2,30.4 - 33.2,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Education,United States,Bachelor's degree or higher,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,22,21.1,22.9,21.1 - 22.9,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,With disability,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,44.7,42.1,47.3,42.1 - 47.3,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,Without disability,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,25.3,24.4,26.2,24.4 - 26.2,,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alabama,Alabama,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.8,26,38,26.0 - 38.0,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alaska,Alaska,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.2,24.9,33.7,24.9 - 33.7,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arizona,Arizona,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.6,27,36.5,27.0 - 36.5,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arkansas,Arkansas,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.1,25.6,39.1,25.6 - 39.1,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,California,California,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.5,24,31.1,24.0 - 31.1,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Colorado,Colorado,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.5,25.4,33.9,25.4 - 33.9,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Connecticut,Connecticut,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,21.5,16.8,26.8,16.8 - 26.8,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Delaware,Delaware,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,23.2,17.1,30.3,17.1 - 30.3,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,23.9,17,32,17.0 - 32.0,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.1,24,34.5,24.0 - 34.5,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,29.8,24.2,35.8,24.2 - 35.8,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.4,20.9,36.9,20.9 - 36.9,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,30.3,25.9,34.9,25.9 - 34.9,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.1,23.6,31,23.6 - 31.0,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.8,24.1,31.7,24.1 - 31.7,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.4,26.4,36.8,26.4 - 36.8,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31,26.2,36,26.2 - 36.0,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,33.9,27.8,40.3,27.8 - 40.3,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,31.4,25.5,37.7,25.5 - 37.7,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,26,19.3,33.6,19.3 - 33.6,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,25.9,21.6,30.5,21.6 - 30.5,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,23.2,19.1,27.8,19.1 - 27.8,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.6,29,36.4,29.0 - 36.4,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,25.9,20.4,32,20.4 - 32.0,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,36.9,31.2,42.8,31.2 - 42.8,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.8,23.4,34.7,23.4 - 34.7,28.7-31.6,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,39,32.5,45.7,32.5 - 45.7,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.6,24.1,33.5,24.1 - 33.5,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.6,22.2,35.8,22.2 - 35.8,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,26.1,21.3,31.5,21.3 - 31.5,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,21.7,17.5,26.3,17.5 - 26.3,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.7,26,39.9,26.0 - 39.9,31.7-39.3,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,24,19.7,28.7,19.7 - 28.7,18.6-25.9,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,28.6,22.2,35.7,22.2 - 35.7,26.0-28.6,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,33,25.5,41.2,25.5 - 41.2,31.7-39.3,4,
